UID	Lncbook_id	Lncbook_trans_id	transcript_id
ELH002268	HSALNG0062001	HSALNT0130212	HSALNT0130212
ELH002268	HSALNG0062001	HSALNT0130213	HSALNT0130213
ELH002268	HSALNG0062001	HSALNT0130214	HSALNT0130214
ELH002268	HSALNG0062001	HSALNT0130215	HSALNT0130215
ELH002268	HSALNG0062001	HSALNT0130216	HSALNT0130216
ELH002270	HSALNG0062091	HSALNT0130417	HSALNT0130417
ELH002270	HSALNG0062091	HSALNT0343994	HSALNT0343994
ELH002270	HSALNG0062091	HSALNT0343995	HSALNT0343995
ELH002276	HSALNG0062310	HSALNT0130744	HSALNT0130744
ELH002276	HSALNG0062310	HSALNT0344119	HSALNT0344119
ELH002278	HSALNG0062386	HSALNT0130859	HSALNT0130859
ELH002279	HSALNG0062390	HSALNT0130871	HSALNT0130871
ELH002279	HSALNG0062390	HSALNT0130872	HSALNT0130872
ELH002279	HSALNG0062390	HSALNT0130873	HSALNT0130873
ELH002279	HSALNG0062390	HSALNT0130874	HSALNT0130874
ELH002279	HSALNG0062390	HSALNT0130875	HSALNT0130875
ELH002279	HSALNG0062390	HSALNT0130876	HSALNT0130876
ELH002279	HSALNG0062390	HSALNT0130878	HSALNT0130878
ELH002279	HSALNG0062390	HSALNT0344134	HSALNT0344134
ELH002279	HSALNG0062390	HSALNT0344135	HSALNT0344135
ELH002279	HSALNG0062390	HSALNT0344136	HSALNT0344136
ELH002279	HSALNG0062390	HSALNT0344137	HSALNT0344137
ELH002279	HSALNG0062390	HSALNT0344138	HSALNT0344138
ELH002279	HSALNG0062390	HSALNT0344139	HSALNT0344139
ELH002282	HSALNG0062433	HSALNT0130942	HSALNT0130942
ELH002282	HSALNG0062433	HSALNT0130943	HSALNT0130943
ELH002282	HSALNG0062433	HSALNT0130944	HSALNT0130944
ELH002282	HSALNG0062433	HSALNT0130945	HSALNT0130945
ELH002282	HSALNG0062433	HSALNT0130954	HSALNT0130954
ELH002282	HSALNG0062433	HSALNT0344168	HSALNT0344168
ELH002403	HSALNG0063531	HSALNT0133296	HSALNT0133296
ELH002408	HSALNG0063540	HSALNT0133310	HSALNT0133310
ELH002409	HSALNG0063547	HSALNT0133317	HSALNT0133317
ELH002409	HSALNG0063547	HSALNT0133318	HSALNT0133318
ELH002409	HSALNG0063547	HSALNT0345348	HSALNT0345348
ELH002428	HSALNG0063617	HSALNT0133443	HSALNT0133443
ELH002430	HSALNG0063700	HSALNT0133618	HSALNT0133618
ELH002430	HSALNG0063700	HSALNT0133619	HSALNT0133619
ELH002430	HSALNG0063700	HSALNT0133620	HSALNT0133620
ELH002430	HSALNG0063700	HSALNT0133621	HSALNT0133621
ELH002430	HSALNG0063700	HSALNT0133622	HSALNT0133622
ELH002430	HSALNG0063700	HSALNT0133623	HSALNT0133623
ELH002432	HSALNG0063701	HSALNT0133624	HSALNT0133624
ELH002432	HSALNG0063701	HSALNT0133625	HSALNT0133625
ELH002432	HSALNG0063701	HSALNT0133626	HSALNT0133626
ELH002432	HSALNG0063701	HSALNT0133627	HSALNT0133627
ELH002432	HSALNG0063701	HSALNT0133628	HSALNT0133628
ELH002432	HSALNG0063701	HSALNT0133629	HSALNT0133629
ELH002432	HSALNG0063701	HSALNT0133630	HSALNT0133630
ELH002432	HSALNG0063701	HSALNT0133631	HSALNT0133631
ELH002432	HSALNG0063701	HSALNT0133632	HSALNT0133632
ELH002432	HSALNG0063701	HSALNT0133633	HSALNT0133633
ELH002432	HSALNG0063701	HSALNT0133635	HSALNT0133635
ELH002432	HSALNG0063701	HSALNT0133637	HSALNT0133637
ELH002432	HSALNG0063701	HSALNT0133638	HSALNT0133638
ELH002432	HSALNG0063701	HSALNT0133639	HSALNT0133639
ELH002432	HSALNG0063701	HSALNT0133640	HSALNT0133640
ELH002432	HSALNG0063701	HSALNT0133642	HSALNT0133642
ELH002432	HSALNG0063701	HSALNT0133644	HSALNT0133644
ELH002432	HSALNG0063701	HSALNT0133645	HSALNT0133645
ELH002432	HSALNG0063701	HSALNT0133646	HSALNT0133646
ELH002432	HSALNG0063701	HSALNT0133649	HSALNT0133649
ELH002432	HSALNG0063701	HSALNT0133650	HSALNT0133650
ELH002432	HSALNG0063701	HSALNT0133651	HSALNT0133651
ELH002432	HSALNG0063701	HSALNT0345445	HSALNT0345445
ELH002432	HSALNG0063701	HSALNT0345446	HSALNT0345446
ELH002432	HSALNG0063701	HSALNT0345447	HSALNT0345447
ELH002432	HSALNG0063701	HSALNT0345448	HSALNT0345448
ELH002432	HSALNG0063701	HSALNT0345449	HSALNT0345449
ELH002432	HSALNG0063701	HSALNT0345450	HSALNT0345450
ELH002432	HSALNG0063701	HSALNT0345451	HSALNT0345451
ELH002432	HSALNG0063701	HSALNT0345452	HSALNT0345452
ELH002432	HSALNG0063701	HSALNT0345453	HSALNT0345453
ELH002432	HSALNG0063701	HSALNT0345454	HSALNT0345454
ELH002432	HSALNG0063701	HSALNT0345455	HSALNT0345455
ELH002432	HSALNG0063701	HSALNT0345456	HSALNT0345456
ELH002432	HSALNG0063701	HSALNT0345457	HSALNT0345457
ELH002432	HSALNG0063701	HSALNT0345458	HSALNT0345458
ELH002432	HSALNG0063701	HSALNT0345459	HSALNT0345459
ELH002432	HSALNG0063701	HSALNT0345460	HSALNT0345460
ELH002432	HSALNG0063701	HSALNT0345461	HSALNT0345461
ELH002432	HSALNG0063701	HSALNT0345462	HSALNT0345462
ELH002432	HSALNG0063701	HSALNT0345463	HSALNT0345463
ELH002436	HSALNG0064117	HSALNT0134449	HSALNT0134449
ELH002437	HSALNG0064118	HSALNT0134450	HSALNT0134450
ELH002439	HSALNG0064337	HSALNT0134901	HSALNT0134901
ELH002439	HSALNG0064337	HSALNT0134902	HSALNT0134902
ELH002441	HSALNG0064590	HSALNT0135552	HSALNT0135552
ELH002445	HSALNG0064881	HSALNT0136086	HSALNT0136086
ELH002447	HSALNG0065082	HSALNT0136390	HSALNT0136390
ELH002448	HSALNG0065087	HSALNT0136395	HSALNT0136395
ELH002448	HSALNG0065087	HSALNT0136396	HSALNT0136396
ELH002448	HSALNG0065087	HSALNT0136397	HSALNT0136397
ELH002448	HSALNG0065087	HSALNT0346618	HSALNT0346618
ELH002448	HSALNG0065087	HSALNT0346619	HSALNT0346619
ELH002448	HSALNG0065087	HSALNT0346620	HSALNT0346620
ELH002448	HSALNG0065087	HSALNT0346621	HSALNT0346621
ELH002452	HSALNG0065451	HSALNT0137115	HSALNT0137115
ELH002454	HSALNG0065452	HSALNT0137116	HSALNT0137116
ELH002458	HSALNG0065692	HSALNT0137666	HSALNT0137666
ELH002464	HSALNG0066083	HSALNT0138487	HSALNT0138487
ELH002464	HSALNG0066083	HSALNT0138490	HSALNT0138490
ELH002464	HSALNG0066083	HSALNT0138492	HSALNT0138492
ELH002464	HSALNG0066083	HSALNT0138493	HSALNT0138493
ELH002464	HSALNG0066083	HSALNT0138505	HSALNT0138505
ELH002464	HSALNG0066083	HSALNT0138506	HSALNT0138506
ELH002464	HSALNG0066083	HSALNT0138507	HSALNT0138507
ELH002464	HSALNG0066083	HSALNT0138509	HSALNT0138509
ELH002464	HSALNG0066083	HSALNT0138511	HSALNT0138511
ELH002464	HSALNG0066083	HSALNT0347663	HSALNT0347663
ELH002464	HSALNG0066083	HSALNT0347665	HSALNT0347665
ELH002464	HSALNG0066083	HSALNT0347666	HSALNT0347666
ELH002464	HSALNG0066083	HSALNT0347667	HSALNT0347667
ELH002464	HSALNG0066083	HSALNT0347668	HSALNT0347668
ELH002464	HSALNG0066083	HSALNT0347669	HSALNT0347669
ELH002470	HSALNG0066847	HSALNT0140103	HSALNT0140103
ELH002470	HSALNG0066847	HSALNT0140104	HSALNT0140104
ELH002473	HSALNG0066990	HSALNT0140464	HSALNT0140464
ELH002475	HSALNG0066993	HSALNT0140468	HSALNT0140468
ELH002477	HSALNG0067066	HSALNT0140599	HSALNT0140599
ELH002369	HSALNG0067511	HSALNT0141554	HSALNT0141554
ELH002369	HSALNG0067511	HSALNT0141555	HSALNT0141555
ELH002369	HSALNG0067511	HSALNT0348916	HSALNT0348916
ELH002369	HSALNG0067511	HSALNT0348917	HSALNT0348917
ELH002371	HSALNG0067586	HSALNT0141684	HSALNT0141684
ELH002372	HSALNG0067587	HSALNT0141685	HSALNT0141685
ELH002372	HSALNG0067587	HSALNT0141686	HSALNT0141686
ELH002372	HSALNG0067587	HSALNT0141687	HSALNT0141687
ELH002372	HSALNG0067587	HSALNT0141688	HSALNT0141688
ELH002372	HSALNG0067587	HSALNT0141689	HSALNT0141689
ELH002372	HSALNG0067587	HSALNT0141690	HSALNT0141690
ELH002372	HSALNG0067587	HSALNT0141691	HSALNT0141691
ELH002372	HSALNG0067587	HSALNT0141692	HSALNT0141692
ELH002372	HSALNG0067587	HSALNT0141693	HSALNT0141693
ELH002372	HSALNG0067587	HSALNT0141694	HSALNT0141694
ELH002372	HSALNG0067587	HSALNT0141698	HSALNT0141698
ELH002372	HSALNG0067587	HSALNT0141699	HSALNT0141699
ELH002372	HSALNG0067587	HSALNT0141700	HSALNT0141700
ELH002372	HSALNG0067587	HSALNT0141702	HSALNT0141702
ELH002372	HSALNG0067587	HSALNT0141703	HSALNT0141703
ELH002372	HSALNG0067587	HSALNT0141704	HSALNT0141704
ELH002372	HSALNG0067587	HSALNT0141705	HSALNT0141705
ELH002372	HSALNG0067587	HSALNT0141706	HSALNT0141706
ELH002372	HSALNG0067587	HSALNT0141707	HSALNT0141707
ELH002372	HSALNG0067587	HSALNT0141709	HSALNT0141709
ELH002372	HSALNG0067587	HSALNT0141713	HSALNT0141713
ELH002372	HSALNG0067587	HSALNT0348991	HSALNT0348991
ELH002372	HSALNG0067587	HSALNT0348992	HSALNT0348992
ELH002372	HSALNG0067587	HSALNT0348993	HSALNT0348993
ELH002372	HSALNG0067587	HSALNT0348994	HSALNT0348994
ELH002372	HSALNG0067587	HSALNT0348995	HSALNT0348995
ELH002372	HSALNG0067587	HSALNT0348996	HSALNT0348996
ELH002372	HSALNG0067587	HSALNT0348997	HSALNT0348997
ELH002372	HSALNG0067587	HSALNT0348998	HSALNT0348998
ELH002372	HSALNG0067587	HSALNT0348999	HSALNT0348999
ELH002372	HSALNG0067587	HSALNT0349000	HSALNT0349000
ELH002372	HSALNG0067587	HSALNT0349001	HSALNT0349001
ELH002372	HSALNG0067587	HSALNT0349002	HSALNT0349002
ELH002372	HSALNG0067587	HSALNT0349003	HSALNT0349003
ELH002372	HSALNG0067587	HSALNT0349004	HSALNT0349004
ELH002372	HSALNG0067587	HSALNT0349005	HSALNT0349005
ELH002372	HSALNG0067587	HSALNT0349006	HSALNT0349006
ELH002372	HSALNG0067587	HSALNT0349007	HSALNT0349007
ELH002372	HSALNG0067587	HSALNT0349008	HSALNT0349008
ELH002372	HSALNG0067587	HSALNT0349009	HSALNT0349009
ELH002374	HSALNG0067947	HSALNT0142391	HSALNT0142391
ELH002374	HSALNG0067947	HSALNT0142392	HSALNT0142392
ELH002385	HSALNG0068436	HSALNT0143587	HSALNT0143587
ELH002385	HSALNG0068436	HSALNT0143588	HSALNT0143588
ELH002385	HSALNG0068436	HSALNT0143589	HSALNT0143589
ELH002385	HSALNG0068436	HSALNT0143590	HSALNT0143590
ELH002385	HSALNG0068436	HSALNT0143591	HSALNT0143591
ELH002385	HSALNG0068436	HSALNT0143592	HSALNT0143592
ELH002385	HSALNG0068436	HSALNT0143593	HSALNT0143593
ELH002385	HSALNG0068436	HSALNT0143596	HSALNT0143596
ELH002385	HSALNG0068436	HSALNT0143597	HSALNT0143597
ELH002385	HSALNG0068436	HSALNT0143600	HSALNT0143600
ELH002385	HSALNG0068436	HSALNT0143601	HSALNT0143601
ELH002385	HSALNG0068436	HSALNT0143602	HSALNT0143602
ELH002385	HSALNG0068436	HSALNT0143603	HSALNT0143603
ELH002385	HSALNG0068436	HSALNT0143604	HSALNT0143604
ELH002385	HSALNG0068436	HSALNT0143605	HSALNT0143605
ELH002385	HSALNG0068436	HSALNT0143607	HSALNT0143607
ELH002385	HSALNG0068436	HSALNT0143608	HSALNT0143608
ELH002385	HSALNG0068436	HSALNT0143609	HSALNT0143609
ELH002385	HSALNG0068436	HSALNT0143610	HSALNT0143610
ELH002385	HSALNG0068436	HSALNT0143611	HSALNT0143611
ELH002385	HSALNG0068436	HSALNT0143612	HSALNT0143612
ELH002385	HSALNG0068436	HSALNT0143613	HSALNT0143613
ELH002385	HSALNG0068436	HSALNT0143614	HSALNT0143614
ELH002385	HSALNG0068436	HSALNT0143615	HSALNT0143615
ELH002385	HSALNG0068436	HSALNT0143616	HSALNT0143616
ELH002385	HSALNG0068436	HSALNT0143617	HSALNT0143617
ELH002385	HSALNG0068436	HSALNT0143618	HSALNT0143618
ELH002385	HSALNG0068436	HSALNT0143619	HSALNT0143619
ELH002385	HSALNG0068436	HSALNT0143620	HSALNT0143620
ELH002385	HSALNG0068436	HSALNT0143621	HSALNT0143621
ELH002385	HSALNG0068436	HSALNT0143623	HSALNT0143623
ELH002385	HSALNG0068436	HSALNT0143624	HSALNT0143624
ELH002385	HSALNG0068436	HSALNT0143625	HSALNT0143625
ELH002385	HSALNG0068436	HSALNT0143634	HSALNT0143634
ELH002385	HSALNG0068436	HSALNT0143635	HSALNT0143635
ELH002385	HSALNG0068436	HSALNT0143661	HSALNT0143661
ELH002385	HSALNG0068436	HSALNT0143664	HSALNT0143664
ELH002385	HSALNG0068436	HSALNT0143665	HSALNT0143665
ELH002385	HSALNG0068436	HSALNT0143666	HSALNT0143666
ELH002385	HSALNG0068436	HSALNT0143667	HSALNT0143667
ELH002385	HSALNG0068436	HSALNT0143668	HSALNT0143668
ELH002385	HSALNG0068436	HSALNT0143669	HSALNT0143669
ELH002385	HSALNG0068436	HSALNT0143673	HSALNT0143673
ELH002385	HSALNG0068436	HSALNT0349897	HSALNT0349897
ELH002385	HSALNG0068436	HSALNT0349898	HSALNT0349898
ELH002385	HSALNG0068436	HSALNT0349899	HSALNT0349899
ELH002385	HSALNG0068436	HSALNT0349900	HSALNT0349900
ELH002385	HSALNG0068436	HSALNT0349901	HSALNT0349901
ELH002385	HSALNG0068436	HSALNT0349902	HSALNT0349902
ELH002385	HSALNG0068436	HSALNT0349903	HSALNT0349903
ELH002385	HSALNG0068436	HSALNT0349904	HSALNT0349904
ELH002385	HSALNG0068436	HSALNT0349905	HSALNT0349905
ELH002385	HSALNG0068436	HSALNT0349906	HSALNT0349906
ELH002385	HSALNG0068436	HSALNT0349907	HSALNT0349907
ELH002385	HSALNG0068436	HSALNT0349908	HSALNT0349908
ELH002385	HSALNG0068436	HSALNT0349909	HSALNT0349909
ELH002385	HSALNG0068436	HSALNT0349910	HSALNT0349910
ELH002385	HSALNG0068436	HSALNT0349911	HSALNT0349911
ELH002385	HSALNG0068436	HSALNT0349916	HSALNT0349916
ELH002385	HSALNG0068436	HSALNT0349917	HSALNT0349917
ELH002385	HSALNG0068436	HSALNT0349918	HSALNT0349918
ELH002385	HSALNG0068436	HSALNT0349919	HSALNT0349919
ELH002385	HSALNG0068436	HSALNT0349920	HSALNT0349920
ELH002385	HSALNG0068436	HSALNT0349921	HSALNT0349921
ELH002385	HSALNG0068436	HSALNT0349922	HSALNT0349922
ELH002385	HSALNG0068436	HSALNT0349923	HSALNT0349923
ELH002385	HSALNG0068436	HSALNT0349924	HSALNT0349924
ELH002385	HSALNG0068436	HSALNT0349925	HSALNT0349925
ELH002385	HSALNG0068436	HSALNT0349926	HSALNT0349926
ELH002385	HSALNG0068436	HSALNT0349927	HSALNT0349927
ELH002385	HSALNG0068436	HSALNT0349928	HSALNT0349928
ELH002385	HSALNG0068436	HSALNT0349929	HSALNT0349929
ELH002389	HSALNG0068468	HSALNT0143674	HSALNT0143674
ELH002405	HSALNG0068704	HSALNT0144192	HSALNT0144192
ELH002407	HSALNG0068721	HSALNT0144213	HSALNT0144213
ELH002407	HSALNG0068721	HSALNT0144214	HSALNT0144214
ELH002420	HSALNG0069352	HSALNT0145473	HSALNT0145473
ELH002422	HSALNG0069353	HSALNT0145474	HSALNT0145474
ELH002426	HSALNG0069439	HSALNT0145585	HSALNT0145585
ELH002426	HSALNG0069439	HSALNT0350734	HSALNT0350734
ELH002533	HSALNG0069610	HSALNT0145970	HSALNT0145970
ELH002533	HSALNG0069610	HSALNT0145971	HSALNT0145971
ELH002555	HSALNG0069862	HSALNT0146405	HSALNT0146405
ELH002556	HSALNG0069867	HSALNT0146410	HSALNT0146410
ELH002535	HSALNG0070392	HSALNT0147399	HSALNT0147399
ELH002535	HSALNG0070392	HSALNT0147467	HSALNT0147467
ELH002535	HSALNG0070392	HSALNT0147468	HSALNT0147468
ELH002535	HSALNG0070392	HSALNT0147469	HSALNT0147469
ELH002535	HSALNG0070392	HSALNT0147470	HSALNT0147470
ELH002535	HSALNG0070392	HSALNT0147471	HSALNT0147471
ELH002535	HSALNG0070392	HSALNT0147472	HSALNT0147472
ELH002535	HSALNG0070392	HSALNT0147473	HSALNT0147473
ELH002535	HSALNG0070392	HSALNT0147474	HSALNT0147474
ELH002535	HSALNG0070392	HSALNT0351403	HSALNT0351403
ELH002535	HSALNG0070392	HSALNT0351404	HSALNT0351404
ELH002536	HSALNG0070394	HSALNT0147401	HSALNT0147401
ELH002536	HSALNG0070394	HSALNT0351363	HSALNT0351363
ELH002536	HSALNG0070394	HSALNT0351364	HSALNT0351364
ELH002536	HSALNG0070394	HSALNT0351366	HSALNT0351366
ELH002540	HSALNG0070397	HSALNT0147404	HSALNT0147404
ELH002540	HSALNG0070397	HSALNT0147405	HSALNT0147405
ELH002540	HSALNG0070397	HSALNT0147406	HSALNT0147406
ELH002540	HSALNG0070397	HSALNT0147407	HSALNT0147407
ELH002540	HSALNG0070397	HSALNT0147408	HSALNT0147408
ELH002540	HSALNG0070397	HSALNT0147409	HSALNT0147409
ELH002540	HSALNG0070397	HSALNT0147410	HSALNT0147410
ELH002540	HSALNG0070397	HSALNT0147411	HSALNT0147411
ELH002540	HSALNG0070397	HSALNT0147412	HSALNT0147412
ELH002540	HSALNG0070397	HSALNT0147428	HSALNT0147428
ELH002540	HSALNG0070397	HSALNT0147429	HSALNT0147429
ELH002540	HSALNG0070397	HSALNT0147430	HSALNT0147430
ELH002540	HSALNG0070397	HSALNT0147431	HSALNT0147431
ELH002540	HSALNG0070397	HSALNT0147432	HSALNT0147432
ELH002540	HSALNG0070397	HSALNT0147433	HSALNT0147433
ELH002540	HSALNG0070397	HSALNT0147434	HSALNT0147434
ELH002540	HSALNG0070397	HSALNT0147435	HSALNT0147435
ELH002540	HSALNG0070397	HSALNT0147436	HSALNT0147436
ELH002540	HSALNG0070397	HSALNT0147437	HSALNT0147437
ELH002540	HSALNG0070397	HSALNT0147438	HSALNT0147438
ELH002540	HSALNG0070397	HSALNT0147439	HSALNT0147439
ELH002540	HSALNG0070397	HSALNT0147440	HSALNT0147440
ELH002540	HSALNG0070397	HSALNT0147441	HSALNT0147441
ELH002540	HSALNG0070397	HSALNT0147443	HSALNT0147443
ELH002540	HSALNG0070397	HSALNT0147444	HSALNT0147444
ELH002540	HSALNG0070397	HSALNT0147445	HSALNT0147445
ELH002540	HSALNG0070397	HSALNT0147446	HSALNT0147446
ELH002540	HSALNG0070397	HSALNT0147447	HSALNT0147447
ELH002540	HSALNG0070397	HSALNT0147449	HSALNT0147449
ELH002540	HSALNG0070397	HSALNT0147450	HSALNT0147450
ELH002540	HSALNG0070397	HSALNT0147452	HSALNT0147452
ELH002540	HSALNG0070397	HSALNT0147453	HSALNT0147453
ELH002540	HSALNG0070397	HSALNT0147458	HSALNT0147458
ELH002540	HSALNG0070397	HSALNT0147459	HSALNT0147459
ELH002540	HSALNG0070397	HSALNT0147462	HSALNT0147462
ELH002540	HSALNG0070397	HSALNT0147464	HSALNT0147464
ELH002540	HSALNG0070397	HSALNT0147465	HSALNT0147465
ELH002540	HSALNG0070397	HSALNT0147466	HSALNT0147466
ELH002540	HSALNG0070397	HSALNT0147476	HSALNT0147476
ELH002540	HSALNG0070397	HSALNT0147477	HSALNT0147477
ELH002540	HSALNG0070397	HSALNT0147479	HSALNT0147479
ELH002540	HSALNG0070397	HSALNT0147480	HSALNT0147480
ELH002540	HSALNG0070397	HSALNT0147481	HSALNT0147481
ELH002540	HSALNG0070397	HSALNT0147498	HSALNT0147498
ELH002540	HSALNG0070397	HSALNT0147507	HSALNT0147507
ELH002540	HSALNG0070397	HSALNT0147508	HSALNT0147508
ELH002540	HSALNG0070397	HSALNT0351365	HSALNT0351365
ELH002540	HSALNG0070397	HSALNT0351367	HSALNT0351367
ELH002540	HSALNG0070397	HSALNT0351368	HSALNT0351368
ELH002540	HSALNG0070397	HSALNT0351369	HSALNT0351369
ELH002540	HSALNG0070397	HSALNT0351370	HSALNT0351370
ELH002540	HSALNG0070397	HSALNT0351371	HSALNT0351371
ELH002540	HSALNG0070397	HSALNT0351372	HSALNT0351372
ELH002540	HSALNG0070397	HSALNT0351373	HSALNT0351373
ELH002540	HSALNG0070397	HSALNT0351374	HSALNT0351374
ELH002540	HSALNG0070397	HSALNT0351375	HSALNT0351375
ELH002540	HSALNG0070397	HSALNT0351376	HSALNT0351376
ELH002540	HSALNG0070397	HSALNT0351377	HSALNT0351377
ELH002540	HSALNG0070397	HSALNT0351378	HSALNT0351378
ELH002540	HSALNG0070397	HSALNT0351379	HSALNT0351379
ELH002540	HSALNG0070397	HSALNT0351380	HSALNT0351380
ELH002540	HSALNG0070397	HSALNT0351381	HSALNT0351381
ELH002540	HSALNG0070397	HSALNT0351382	HSALNT0351382
ELH002540	HSALNG0070397	HSALNT0351383	HSALNT0351383
ELH002540	HSALNG0070397	HSALNT0351384	HSALNT0351384
ELH002540	HSALNG0070397	HSALNT0351385	HSALNT0351385
ELH002540	HSALNG0070397	HSALNT0351386	HSALNT0351386
ELH002540	HSALNG0070397	HSALNT0351387	HSALNT0351387
ELH002540	HSALNG0070397	HSALNT0351388	HSALNT0351388
ELH002540	HSALNG0070397	HSALNT0351389	HSALNT0351389
ELH002540	HSALNG0070397	HSALNT0351390	HSALNT0351390
ELH002540	HSALNG0070397	HSALNT0351391	HSALNT0351391
ELH002540	HSALNG0070397	HSALNT0351392	HSALNT0351392
ELH002540	HSALNG0070397	HSALNT0351393	HSALNT0351393
ELH002540	HSALNG0070397	HSALNT0351394	HSALNT0351394
ELH002540	HSALNG0070397	HSALNT0351395	HSALNT0351395
ELH002540	HSALNG0070397	HSALNT0351396	HSALNT0351396
ELH002540	HSALNG0070397	HSALNT0351397	HSALNT0351397
ELH002540	HSALNG0070397	HSALNT0351398	HSALNT0351398
ELH002540	HSALNG0070397	HSALNT0351399	HSALNT0351399
ELH002540	HSALNG0070397	HSALNT0351400	HSALNT0351400
ELH002540	HSALNG0070397	HSALNT0351401	HSALNT0351401
ELH002540	HSALNG0070397	HSALNT0351405	HSALNT0351405
ELH002540	HSALNG0070397	HSALNT0351407	HSALNT0351407
ELH002540	HSALNG0070397	HSALNT0351408	HSALNT0351408
ELH002540	HSALNG0070397	HSALNT0351409	HSALNT0351409
ELH002540	HSALNG0070397	HSALNT0351411	HSALNT0351411
ELH002540	HSALNG0070397	HSALNT0351412	HSALNT0351412
ELH002540	HSALNG0070397	HSALNT0351415	HSALNT0351415
ELH002540	HSALNG0070397	HSALNT0351419	HSALNT0351419
ELH002540	HSALNG0070397	HSALNT0351420	HSALNT0351420
ELH002545	HSALNG0070900	HSALNT0148459	HSALNT0148459
ELH002548	HSALNG0070987	HSALNT0148587	HSALNT0148587
ELH002548	HSALNG0070987	HSALNT0148588	HSALNT0148588
ELH002548	HSALNG0070987	HSALNT0148589	HSALNT0148589
ELH002550	HSALNG0071018	HSALNT0148644	HSALNT0148644
ELH002550	HSALNG0071018	HSALNT0351834	HSALNT0351834
ELH002550	HSALNG0071018	HSALNT0351835	HSALNT0351835
ELH002550	HSALNG0071018	HSALNT0351836	HSALNT0351836
ELH002550	HSALNG0071018	HSALNT0351837	HSALNT0351837
ELH002550	HSALNG0071018	HSALNT0351838	HSALNT0351838
ELH002561	HSALNG0071739	HSALNT0149918	HSALNT0149918
ELH002561	HSALNG0071739	HSALNT0149919	HSALNT0149919
ELH002561	HSALNG0071739	HSALNT0149920	HSALNT0149920
ELH002561	HSALNG0071739	HSALNT0149921	HSALNT0149921
ELH002561	HSALNG0071739	HSALNT0352640	HSALNT0352640
ELH002561	HSALNG0071739	HSALNT0352641	HSALNT0352641
ELH002561	HSALNG0071739	HSALNT0352642	HSALNT0352642
ELH002561	HSALNG0071739	HSALNT0352643	HSALNT0352643
ELH002561	HSALNG0071739	HSALNT0352644	HSALNT0352644
ELH002577	HSALNG0072961	HSALNT0152494	HSALNT0152494
ELH002577	HSALNG0072961	HSALNT0152496	HSALNT0152496
ELH002577	HSALNG0072961	HSALNT0152497	HSALNT0152497
ELH002577	HSALNG0072961	HSALNT0353796	HSALNT0353796
ELH002578	HSALNG0072962	HSALNT0152495	HSALNT0152495
ELH002580	HSALNG0072963	HSALNT0152498	HSALNT0152498
ELH002581	HSALNG0072964	HSALNT0152499	HSALNT0152499
ELH002584	HSALNG0072965	HSALNT0152500	HSALNT0152500
ELH002584	HSALNG0072965	HSALNT0152509	HSALNT0152509
ELH002584	HSALNG0072965	HSALNT0152510	HSALNT0152510
ELH002584	HSALNG0072965	HSALNT0152511	HSALNT0152511
ELH002584	HSALNG0072965	HSALNT0152513	HSALNT0152513
ELH002584	HSALNG0072965	HSALNT0152516	HSALNT0152516
ELH002584	HSALNG0072965	HSALNT0152517	HSALNT0152517
ELH002584	HSALNG0072965	HSALNT0353797	HSALNT0353797
ELH002584	HSALNG0072965	HSALNT0353798	HSALNT0353798
ELH002584	HSALNG0072965	HSALNT0353799	HSALNT0353799
ELH002584	HSALNG0072965	HSALNT0353800	HSALNT0353800
ELH002584	HSALNG0072965	HSALNT0353801	HSALNT0353801
ELH002584	HSALNG0072965	HSALNT0353802	HSALNT0353802
ELH002584	HSALNG0072965	HSALNT0353803	HSALNT0353803
ELH002584	HSALNG0072965	HSALNT0353804	HSALNT0353804
ELH002585	HSALNG0072978	HSALNT0152522	HSALNT0152522
ELH002586	HSALNG0072979	HSALNT0152523	HSALNT0152523
ELH002587	HSALNG0072980	HSALNT0152524	HSALNT0152524
ELH002588	HSALNG0072982	HSALNT0152526	HSALNT0152526
ELH002588	HSALNG0072982	HSALNT0353805	HSALNT0353805
ELH002588	HSALNG0072982	HSALNT0353806	HSALNT0353806
ELH002588	HSALNG0072982	HSALNT0353807	HSALNT0353807
ELH002588	HSALNG0072982	HSALNT0353808	HSALNT0353808
ELH002588	HSALNG0072982	HSALNT0353809	HSALNT0353809
ELH002593	HSALNG0073199	HSALNT0152906	HSALNT0152906
ELH002593	HSALNG0073199	HSALNT0152912	HSALNT0152912
ELH002593	HSALNG0073199	HSALNT0152913	HSALNT0152913
ELH002593	HSALNG0073199	HSALNT0152914	HSALNT0152914
ELH002593	HSALNG0073199	HSALNT0152915	HSALNT0152915
ELH002593	HSALNG0073199	HSALNT0152916	HSALNT0152916
ELH002593	HSALNG0073199	HSALNT0152918	HSALNT0152918
ELH002593	HSALNG0073199	HSALNT0152919	HSALNT0152919
ELH002593	HSALNG0073199	HSALNT0152920	HSALNT0152920
ELH002593	HSALNG0073199	HSALNT0152923	HSALNT0152923
ELH002593	HSALNG0073199	HSALNT0152924	HSALNT0152924
ELH002593	HSALNG0073199	HSALNT0152925	HSALNT0152925
ELH002593	HSALNG0073199	HSALNT0152926	HSALNT0152926
ELH002593	HSALNG0073199	HSALNT0152927	HSALNT0152927
ELH002593	HSALNG0073199	HSALNT0152928	HSALNT0152928
ELH002593	HSALNG0073199	HSALNT0152930	HSALNT0152930
