UID,variation_id
ELH001665,2663335
ELH001666,2961574;1118;1119;1121;373218;561108;631920;1172506;1172489;1172473;1172503;1172499;1172474;1172504;1172475;1172496;1172483;1172501;1172491;1172476;1172477;1172492;1172488;1172509;1172500;1172507;1172478;1172497;1172479;1172485;1172510;1172493;1172508;1204562;1466872;2025407;2987927;3065358;3069157
ELH001667,252699;2024486;2968571
ELH001668,1345900
ELH001669,196497;504369;950068;1333226;1960140;2038470;2498317;2573036;2709040;2780021
ELH001670,372538;817378;984396
ELH001671,1013472;1391899
ELH001672,2049032
ELH001673,12132;12138;545967;639496;646763;1301321;1348719;1696129;1722350;1723815;1878339;2133196;2678861;2678863;2678867;2678868;2678871;2678873;2734532;2787313
ELH001674,2148228
ELH001675,11978;11979;11980;11981;56228;56229;56231;56232;56233;56238;56239;56241;208562;462900;531772;552871;555079;550043;552170;557221;557993;552860;557617;557814;554261;550886;551739;556278;558045;656955;660464;651361;801971;801972;809487;851973;962887;954185;969545;978708;1008464;1013618;1028287;1028286;1071928;1076854;1071418;1069420;1075196;1163247;1285076;1323886;1331469;1339758;1343486;1357114;1468461;1452651;1488817;1398467;1453668;1469564;1405893;1804882;2171612;2196863;2203393;2203394;1972107;1983641;2011355;2014596;2043761;2076937;2105835;2131762;2431653;2441374;2581425;2676709;2676715;2676718;2676723;2705311;2734534;2734535;2734536;2749793;2767434;2765422;2814137;2815496;2822418;2827671;2825747;2827955;2840355;2854597;2859185;2912348;2975215;2996375
ELH001676,60544;60546;225927;265184;474016;560362;663873;647358;1072060;1324489;1496469;2001208;2017362;2444180;2500893;2936436
ELH001677,66021;66022;66026;410632;578119;645306;871251;977546;1332867;1371306;1457875;1678047;1705506;2040520;2040816;2431468;2626965;2631568;2694149;2734537;2742750;2876009
ELH001678,871252;1466794;1398654;1453307;1369986;1434960;2004098;2028993;2024719;2106110;2653860;2757448;2772393;2813025;2816330;2849340
ELH001679,373439;570589;847886;1487068;1526049;1687585;2716913;2818776
ELH001680,2829984;2833647
ELH001681,1190244;1321649;2653876
ELH001682,2417078;2927760
ELH001683,30301;412451;412449;412430;412399;472701;628120;652720;825526;823198;944299;939249;1067398;1074041;1072297;1332356;1332369;1338623;1453675;1458368;1698836;1737540;1738886;1730411;1733048;1747443;1741703;1802722;2130164;2626738;2673793;2847349;3132975;3224463
ELH001684,485291;539912;539900;644428;826643;945509;946518;1074027;1075173;1421770;1454143;1765044;2014640;2583596;2583603;2679914;2674018
ELH001685,421144;801978;1098362;2443440
ELH001686,981471;1065560
ELH001687,1453267;2789078
ELH001688,1064438
ELH001689,1298925
ELH001690,3041834;2690979;3603;1074123;2690980
ELH001691,225145;2635394;1501703;1476770;1345472;1457849;1516218;1490966;1977757;2675848;2941457
ELH001692,1476770;1345472;1457849;2675848;2941457
ELH001693,626959;1324964;1992367;2572156;2627739;2683289;2683980;2890390;570367;581502;827664;840004;945955;945846;1069702;1330276;2683296;2683301;2690684;2731141;2775420
ELH001694,627080;1330284
ELH001695,2445749
ELH001696,1992;285657;1723383;2203408;2288477
ELH001697,809516;2275962
ELH001698,2632408
ELH001699,1013486;1339091;2055515;2058075
ELH001700,139448;264659;522009;520946;585297;626309;638659;638663;638658;638660;809522;986899;1067339;1686308;1691860;1709274;1712633;2023798;2442541;2578946;2580194;2627841;2883999;3032096;375372;391421;424168;521511;638657;638661;801992;817210;985253;1174854;1339418;1675930;1684263;1701904;1705716;1712590;1804424;2010903;2091537;2229580;2603704;2664812;2766516;2808726;3235946;2111378;2444410
ELH001701,523589;1172804
ELH001702,983214;1723290;2498078;2501222;429020;1709036
ELH001703,3064875
ELH001704,8315;8321;8323;8332;8333;8335;8342;35779;35787;35798;237770;279731;410326;521689;574086;583082;598322;650821;664654;838073;977805;1177515;1451604;1454775;1453750;1361655;1683243;1685601;1698732;1803180;2133259;2575421;2630404;2634593;2637452;2923881;2922631;2948151;2943842;2945326;3068867;8313;8314;8317;8331;8345;35801;35802;35803;60667;372316;379352;379844;410345;419616;427145;430465;431804;447003;448997;532576;532618;620132;652806;801995;959855;956956;1068215;1075778;1074500;1074918;1071747;1070118;1298934;1301323;1321376;1472423;1432045;1378885;1697584;2203413;2203414;1879587;2062024;2100921;2630391;2692082;2922036;2925360;2946116;2941749;2945245;2947232;2948557;2954411;2952491;3068868;3220860;3231599;8312;8318;8327;8336;8340;8341;8343;8350;8357;35777;35778;35780;35781;35784;35785;35788;35791;35793;202205;237763;280308;280428;374153;390375;379932;379289;379931;379567;410347;410346;410358;418664;430216;429831;446987;446990;463917;2636276;804661;804662;804665;804660;830037;853442;854168;950326;945014;941127;935768;959995;985582;1064819;1066880;1068041;1068229;1066835;1074921;1071398;1076659;1256480;1256482;1299629;1328470;1338619;1339690;1397805;1468770;1449397;1425273;1453597;1373420;1376400;1377560;1442327;1516739;1408979;1678560;1697471;1697473;1698776;1771365;1778616;1776322;2203421;2203424;1899865;1988969;2003725;2029683;2038876;2065678;2429146;2498038;2501073;2573092;2630659;2634311;2630473;2683643;2925363;2946062;2948107;2945187;2939567
ELH001705,450304;208473
ELH001706,1067883;1525501;1367346;30134;268203;409685;539083;573383;1356169;1391929;1466109;2851655;539070;1069085;1454045
ELH001707,1678160;3015802;471720;979076;982335;1451428;1677985;1678106;2199590;2015715;2709626;2844838;3068796
ELH001708,1677637
ELH001709,3067139
ELH001710,242467;848539;1033254;1453047;1456248;1407949;2679718
ELH001711,13529;13531;13533;1491487;2190152;2503424;2573379;2734558
ELH001712,372308;1451141
ELH001713,2444448;3067933
ELH001714,193505;280859;462730;974440;1071083;1343749;1466369;1677181;1924475;2088304;2823292
ELH001715,646545;1804039;6584
ELH001716,520721;2143588;2581612;3001629;977835;1120220;1120221;1206034;1441092;1380648;1453008;1513199;2171890;2192470;1905565;1924575;2073767;2096488;2120449;2431057;2707896;2777203;2799703;2815946;2879456;2988763
ELH001717,1958560
ELH001718,431433
ELH001719,2764501;2842094
ELH001720,18066;1179033;1184963;1328400;1685512;1685513;2430252
ELH001721,956903;1452133;1453803;1724595;2676085;2676087;2676108;2676111;2819904;3033362
ELH001722,4392;4394;4396;30574;188875;371628;552163;644615;933810;1451157;1427384;1455146;2154685;1971725;2040098;2088011;2680846;2680847;2680850;2750069;4393;48145;48146;370687;557009;633701;638640;847350;834124;932234;954671;1073695;1453129;2680844;2680848;2836611;4395;4397;4399;30575;48142;188726;371376;555763;558249;556984;555368;552903;651716;802016;812104;838097;866927;865795;1275768;1075882;1331448;1511878;1455436;2203454;2203455;1966493;2680840;2680841;2680842;2680843;2680845;2680849;2745158;2800316;2839908;3027587
ELH001723,4397;555763;556984;866927;1331448;1511878;1455436;2203454;1966493;2680843;2680845;3027587
ELH001724,2663853
ELH001725,446247;2584459
ELH001726,242839;453058;617584;617585;1184498;1459271;1453652;1903584;1904791;2695515;2766250;2842396;2850600;3000253;3010253;3236116;987266
ELH001727,1070059
ELH001728,1485022;984937;1360953;1481836;1456487;1459716;1444065;2192484;2032698;2069339;2060918;2100524;2108532;2698502;2785782;2991443;2983971;3011989;2017982;2631943
ELH001729,1420526;1524752;2693721;2740097;2766561;2783675;432014;591922;1331516;1454102;1481602;1474044;1491905;1355490;1909508;2020136;2030530;2079365;2098964;2631089;2701669;2806858;3047054;3058238;2445615
ELH001730,1472111;1498771;1509117;1382544;2083854;1399272;489002;2725967;1067337;1179179;1451987;1452198;1380031;2186118;2417503;1951236;1996357;2000687;2024678;2060397;2099758;2114756;2134064;2628041;2695960;2973940;2993169;1518910;2203459;2028537;2826123
ELH001731,370447;370446;371275;370431;13215;13216;13217;13226;13228;225301;344096;344097;371367;371014;371460;371372;370388;370302;371431;370346;370364;371455;370179;371356;370518;370709;371104;370809;371648;555018;550130;551265;554455;555805;558107;552544;552857;551943;551274;550242;550337;551225;594478;809563;1323972;1323974;1324370;1324374;1677196;2437005;2437111;2501206;2682418
ELH001732,370447;370446;371275;370431
ELH001733,372445;447923;468328;489298;590672;590670;590669;851434;1076520;1338866;1358836;1453460;1399974;1430959;1379108;2115676;2428525;2830579;2851724;1456505;2441825;2692462
ELH001734,3027594;3027595
ELH001735,16092;16095;445147;1045992;1325084;1451164;1355333;2815922;2832588;16093;16099;16100;427888;444008;473039;502268;522997;523034;579220;573846;855137;850431;1339448;1339449;1686207;1687276;2430735;2572454;2585545;2631130;3064444;1339447;2577276;2629021;2630306;243022
ELH001736,2582575
ELH001737,1211263;2441876;932457;3235803
ELH001738,419630;569007;817137;3220861
ELH001739,372701;392060;432185;452527;452352;521292;546174;647180;666259;802021;976675;983039;988425;1076725;1708492;1723667;2627906;225873;421408;422081;802022;807509;857363;917885;988338;1064771;1285415;1300134;2024079;2498942;2498943;2571629;2572833;2584514;2760511;2854416
ELH001740,372701;392060;432185;452527;452352;521292;546174;647180;666259;802021;976675;983039;988425;1076725;1708492;1723667;2627906;225873;421408;422081;802022;807509;917885;988338;1064771;1285415;2024079;2498942;2571629;2572833;2760511;2854416
ELH001741,242169;565699;872141;1786892;1795913;1916247;2746712;2748172;2770317;2819222;2818089;2893834;2980917;2001402;2444423
ELH001742,94104;280092;279895;279896;288561;426163;449939;450122;467821;467822;521127;521601;535836;566314;581870;577696;599276;859786;855754;872143;916474;947562;954296;986764;986773;986775;988074;992826;1038715;1065422;1075154;1184938;1275797;1285485;1387489;1457230;1679309;1683930;1695088;1699551;1700169;1709556;1710324;1710347;1710348;1992360;2047344;2098215;2582377;2630457;2763472;2762119;2823248;2844603;3024273;3062095
ELH001743,94104;280092;279895;279896;288561;426163;449939;450122;467821;467822;521127;521601;535836;566314;581870;577696;599276;859786;855754;872143;916474;947562;954296;986764;986773;986775;988074;992826;1038715;1065422;1075154;1184938;1275797;1285485;1387489;1457230;1679309;1683930;1695088;1699551;1700169;1709556;1710324;1710347;1710348;1992360;2047344;2098215;2582377;2630457;2763472;2762119;2823248;2844603;3024273;3062095
ELH001744,2676446;2770664
ELH001745,5942;5945;5946;5948;5949;5951;195203;285116;381578;692118;802032;854604;939521;992848;1067397;1070707;1071095;1502849;1451172;1397252;1453777;2203468;1994086;2086534;2098216;2736131;2768396;2780992;2799561;2858471;2868679;5950;372360;372361;381579;421630;420049;503917;590938;590971;598970;666195;692119;802033;932170;942204;968100;976281;992849;1028674;1070136;1069586;1072193;1071687;1098408;1184948;1208981;1332857;1335978;1507882;1525519;1525548;1495252;1420544;1451793;1479566;1453780;1453942;1457929;1352082;1405188;1685765;1707203;1806183;2203469;1996707;2025301;2097660;2691284;2734596;2734599;2734601;2748724;2766433;2786663;2775815;2782153;2834012;2890104;3024560;219218;219219;219220;219221;219222;488049;689755;694689;817756;817264;988465;1333918;1690811;689722
ELH001746,1298946
ELH001747,3303;30669;225403;280544;3306;280138
ELH001748,636358;931653;1723297
ELH001749,2734605;383835;379830;430080;521882;572273;1481716;1451175;1684042
ELH001750,6527;6528;6532;6533;6534;6540;6541;6548;6550;208163;208418;265276;279913;372786;373009;372787;379608;381462;418520;478110;493381;544363;573933;571116;653417;651785;650760;846332;1062831;1070564;1299512;1325219;1333911;1493391;1486558;1711583;2019212;2025488;2203760;2502308;2579131;2579607;2630702;2636258;2683855;2734606
ELH001751,2851847;2584544
ELH001752,30461;95712;95713;195615;214906;216979;280006;419817;431940;447893;500500;501205;503679;586194;586195;593455;624038;802042;871025;916192;973235;975946;994700;1012714;1048150;1065345;1067049;1074939;1074919;1176167;1184586;1213866;1447795;1424362;1451913;1465885;1456318;1460360;1691850;1709100;1807041;1807044;1810660;2029327;2022169;2031706;2065148;2630879;2818174;3026526;3233374;5082;95720;195831;195896;214919;225121;280187;286131;425319;425320;431941;444624;447898;447899;447900;447902;452004;493384;594039;805097;871026;930410;986061;987376;987284;1176168;1367893;1451721;1345404;1675202;1675942;1807043;1895445;1997626;2016249;2061269;2571197;2578958;2580290;2585301;2627600;2683885;2684278;2684279;2684280;2687786;2734622;2734625;2757045;2812136;2817639;2842654;2859244;3236000
ELH001753,1032965
ELH001754,2192828
ELH001755,13103;425324;560482;856142;865778;867185;1066621;1074503;1333030;2075435;2110466;3027610;143068;979004;1067394;2116004;3027611
ELH001756,449303;813062;813068;857920;997842;1051624;1068212;1440695;2119583;2430667
ELH001757,13106;217798;224742;419959;522405;632445;636186;802044;812372;813063;813066;849373;866127;866951;866506;866296;865916;866937;964268;960303;986375;1066122;1070411;1068923;1184488;1385018;1451206;1513342;1698713;2195451;2203491;2030300;2047159;2775530;2993307;3027621;3027623
ELH001758,1705441
ELH001759,11909;11914;11922;92639;167189;193061;195040;222993;526835;556690;580286;638820;655054;855487;938186;958472;1067327;1067858;1066552;1072941;1076378;1070926;1323093;1323095;1324565;1457071;1458768;1518010;1464729;1724760;2021652;2734632;2734634;2843836;2959727
ELH001760,102430;348980;455997;553833;554302;553692;639672;650524;817357;1007423;1386123;1372870;1400047;1725939;2135571;2948138;2947369;2948879
ELH001761,3383;554836;550494;950482;1076001;1467225;1453016;1438942;1456682;1724034;1724584;1724602;1724940;1726017;1726539;2027876;2071080;2942771;2952345;2954098;2951733;439672;550367;552689;553798;550977;1073515;1070195;1224461;1725434;1726504;1726816;2422082;2945421;2948331;2948582;2954255
ELH001762,553207;552259;552093;653886;1068397;1496999;1431836;1724716;1725725;1726642;2953617
ELH001763,4511;4512;4514;4520;4521;4526;30556;45446;45447;166564;209206;209207;212616;212611;212612;212614;215406;215392;215399;215413;215409;228313;290817;349320;379865;425327;427051;430094;429753;430096;432114;437297;449390;452384;562467;598973;620122;802052;809615;807719;872208;872210;916728;918064;918066;929945;929946;1012716;1027490;1070757;1071979;1073764;1179097;1179192;1205588;1212620;1264330;1264332;1264333;1297726;1298954;1298955;1298956;1323770;1328594;1328696;1332693;1486730;1453615;1453842;1481097;1456380;1456386;1523010;1373337;1455530;1458536;1403322;1458000;1458745;1458815;1458816;1458820;1518651;1465344;1518006;1526050;1685475;1697349;1698359;1705714;1707601;1709484;1709531;1810358;2203515;2203516;2203518;2203519;2203521;2203523;2203525;2203527;2203528;2203530;1878677;2418917;1958301;2018930;2034137;2043736;2045539;2300477;2429350;2434653;2499486;2502815;2576526;2576979;2627561;2631364;2734643;2683858;2683881;2702063;2717944;2734647;2734648;2742334;2751746;2779094;2783903;2798320;2813809;2808002;2811300;2832631;2846082;2884002;2892325;2919262;3011532;3031401;3061672
ELH001764,2628597
ELH001765,1525334;2874595
ELH001766,419063;595006;817142;936696;1456425;1935783;2927618;2926082;2944684;2938787;2943732;2943263;2949043;2950749;56315;56317;126242;547169;652726;858770;844616;1067549;1068429;1297595;1525145;2027977;2036782;2073114;2112623;2438883;2691275;2921553;2925185;2944043;2934877;2942128;2943484;2947051;2941445;2944804;2951207;2950561;2953567;3062239;56297;166801;193831;217611;411851;429902;523401;593430;639409;967003;1070038;1180720;1324019;1324022;1401321;1475901;2021214;2117011;2629924;2690560;2927541;2921348;2949355;742;217613;217618;217610;596555;597947;634448;978623;1074596;1077135;1324020;1499411;1806266;2417883;2003576;2090502;2442737;2925930;2923695;2924825;2926695;2939411;2947354;2947395;2943505;2937960;2944737;2952591;2954249;2950324;2953566
ELH001767,494;505871;657153;802058;1030733;1067174;1335970;1335971;1506774;1453021;1458840;1679198;1705247;2584951;2696413;2734651;2734652;2752602;2757447;2775915;2807160;490;432122;449241;459896;503646;567509;623325;802059;802060;1066958;1324981;1360342;1474330;1413141;1947901;2128493;2504648;2631990;2721958;2780038;2910183;3062050;3068244
ELH001768,953846;966647;984624;1223757;1298330;1465402;3005213
ELH001769,572236;379693;393113;1524663
ELH001770,535775;869127;869129;984933;987073;995904;1029784;1458842;1515387;1736181;1739403;1739416;1739425;1739427;1774807;1789966;1785711;1791033;1798154;2095188;2625346;2851099;3066323;3223580
ELH001771,2718827
ELH001772,431076
ELH001773,16932;236443;438165;597536;812274;813037;813034;813033;850020;866019;866470;866877;866760;972420;1065777;1069447;1076607;1075000;1068762;1074764;1075989;1073397;1073339;1459156;1451495;1454947;2203541;1916089;2002417;2118786;2118498;2134241;2628049;2813854;2811442;3027672;143099;242520;225315;548707;802071;850709;861606;866975;1073264;1297149;1454108;1451700;1508241;1373178;1458847;1690446;2013477;2015100;2019864;2115312;2132076;2131365;2501675;2796557;2813540;2855460
ELH001774,8712;8713;8714;8715;8717;8719;42035;283057;371156;370264;370775;466608;466602;499193;523842;555821;554369;552461;802073;936115;1074829;1076904;1076257;1074218;1073925;1180815;1180817;1323586;1325059;1414584;1364546;1451523;1454994;1686178;1725174;1726257;2203542;2203543;1947827;2129011;2678681;2678682;2678683;2678684;2678686;2678690;2678692;2678693;2678694;2678696;2712374;2752736;2835264;2966468;3233985;193065;284502;371175;466601;534947;550761;837812;1443062;1479714;2678689;2852462;2977165
ELH001775,280912;375933;1718828;2749186;3066083
ELH001776,18406;265260;804441;1180838;1196871;1215726;2630646;593154
ELH001777,503912;518356;2894595;1394922;2101168;2852152;3018604;1522070;1456336;2048259;2819957
ELH001778,1012269;1456336;2185340;2036626;2819957;2959347;2979174
ELH001779,1762090;3232350;1210126;1305763;1755289;1758560;372284;1750178;1751986
ELH001780,189309
ELH001781,16024;16025;140611;379859;1301193;1519153;1709893;2151986;2755816;16023;16026;16030;16031;16032;16034;189195;180147;418236;1338680;1458023;1675193;2577284;2581289;2825275
ELH001782,2575130
ELH001783,4238;418735;427132;1192504;2445233;2690595
ELH001784,1401037;2691007
ELH001785,929747
ELH001786,206723;268146;429598;2005737;2433153;2744535;7377;7378;206709;268142;268139;268138;938927;951742;971806;1179028;1441270;1494940;1457513;2763410;2846431;807488;1451782;2781498
ELH001787,2604;209132;383750;419342;804442;982062;1332786;1879605;2431432;2445864;2581430;2585639
ELH001788,2604;209132;383750;419342;804442;982062;1332786;1879605;2431432;2445864;2581430;2585639;813288;982063;974886;2635528;1323915;2431563;2434220;209133;2585304
ELH001789,3026803
ELH001790,807401;2022845
ELH001791,1709645;3189729;985990;1325745;2498167
ELH001792,16854;16859;384505;817628;996079;1298962;1299353;1320199;1339490;1458861;1679356;1709870;2439934;2579752;2579753;2627557;2631011;2663798;2734658;8573;8574;505906;595958;1339444;1400066;1456849;2734659
ELH001793,374110;373955;440147;448037;477627;562301;577770;618826;636465;639450;805202;811939;827765;873388;873403;994725;997320;997216;1072849;1068903;1179063;1256457;1996962;2087027;2632138;2683951;2748232;3061900;3235981
ELH001794,813817
ELH001795,835792;983692;983693;983694;1066159;1452643;1450470;1407271;1725645;1725668;1726379;1957408;1996484;2133283;2603785;2770323;3032498;14235;14236;14238;495776;557836;646677;638950;850460;855242;955246;983695;983696;983697;983698;983699;983772;983773;983774;983775;983776;1069126;1068931;1455885;1421683;1409778;1465914;1385779;1373188;1458029;1487209;1437947;1355057;1724073;1724329;1724469;1724542;1724636;1724637;1725048;1725111;1725205;1725302;1725587;1726513;1726580;1726882;1726902;2189688;2195657;1934654;2031225;2097816;2629592;2703419;2696160;2765356;2766675;2812397;2837120;2999044;3020506;14243;627620;855865;956573;983777;1028157;1072851;1454038;1455866;1407188;1519984;1726461;1726729;1930401;2445867;2703893;2871245;2979028
ELH001796,869411;1030798;1304789
ELH001797,623198;636470;827719;827720;827729;871105;982698;1027409;1064678;1450830;1442609;1488455;1355449;1685980;2013795;2028923;2028540;2083709;2129437;2633323;2753571;2811294;2841325;2866406
ELH001798,452633;623199;809649;1070835;1070135;1176030;1345959;1516129;1437606;1698926;1803239;2179899;2008911;2025699;2032294;2028263;2052287;2082233;2088805;2117243;2715341;2726833;2761575;2768082;2813405;2827689;2824602;2839176;3065330;3068256;432311;1373688;2756678;2847139
ELH001799,590928;1406698;2709615;2790104;2849930;2868329;2864203
ELH001800,430262;3065153;3065382
ELH001801,2964605
ELH001802,2790450;2834214;2857133;2873113;1176034;1176035;1686257;1695103;1879613;1936676;2429468;2442793;2681601;2702318;2694963;2703329;2697746;2697754;2709096;2706139;2725392;2746680;2749521;2753092;2761163;2770654;2771954;2766059;2768009;2802851;2819430;2837951;2854757;2856415;2856438;2859816;2866526;2859380;2862543;2865862;2859968;2979375;2995016;3000171;3017694;3017246;2822009;2851241;3013093;2190715;1899776;2632755;2696871;2741452;2752962;2851268;2857103
ELH001803,2636491;225236;446005;817670;932113;986992;1325174;1325175;1451785;2018585;2047227;2115364;2708673;2909689
ELH001804,635285;433182;445958;489169;655971;974827;989059;1068252;39500;39503;39504;374540;374541;429249;433183;562229;582218;595276;620256;659414;804444;970169;987449;989061;992880;992881;1073573;1180651;1344268;1485673;1709880;1951827;2500180;2826361;2844974
ELH001805,12121;280145;452535;2631786;1066334;1163253;1179053;1458867;1710506;1923366;2003867;2022339;2683647;2829643;3235979;3236175;3236801
ELH001806,1343352;2030837
ELH001807,3065614
ELH001808,374900;376972;402189;422202;426686;426689;449740;504212;504211;523643;523963;592141;666362;666361;802084;817225;986873;1308667;1324655;1324657;1325791;1335562;1342838;1476484;1385262;1374371;1458227;1458164;1459435;1355037;1526263;1708490;1801475;1803676;1805499;2168966;1926459;1943859;1957190;1967475;1986316;2135121;2505310;2629784;2766195;2824153;2972761;2996235;3065915;3233517
ELH001809,694478;694479;1705415;2434496;2760373
ELH001810,1710895;2709910;2831472;2847253;2747156;2754408
ELH001811,31115;981042
ELH001812,2028545;450968;1703760
ELH001813,1950972;1990707;2895009
ELH001814,431175
ELH001815,1300558;2020770
ELH001816,203815;218974;218975;218976;218977;218978;225188;440800;440801;440802;440803;440804;440805;440806;440807;451256;466217;551182;556203;554640;553872;962079;983965;1478647;1450413;1361666;1723971;1724427;1724530;1724762;1724942;1726860;1726942;2203575;1950525;2044227;2676598;2676599;2676611;2859417
ELH001817,2442621
ELH001818,540378;956360;2116579
ELH001819,627159;627406;817156;1705040;2633970
ELH001820,1703698;372598
ELH001821,574419;1067051
ELH001822,1064420
ELH001823,1698825;1708230;929839;1012507;2576545;801356;929838;929840;929842;1064413;1064415;1064414;1320197;1679184;1685861;1700092;1803979;2501001;2501002;2584460;2692488
ELH001824,545687
ELH001825,7920;2499675;7917;7919;156027;973742;2440745;1323063;1809761;2203595;1906299;2002334;2116436;2842323
ELH001826,7917;7919;156027;973742;2440745;1323063;1809761;2203595;1906299;2002334;2116436;2842323;156026
ELH001827,55950;373678;550044;641051;835340;1075443;1070108;1446399;1510091;1455592;2029864;2429118;2680754;2680768;219;55945;55946;55949;371514;370266;1072287;2680747
ELH001828,370533;371395;371172;371140;495346;552792;551282;2008973;2108081;2444302;2503825;2506300;2680776
ELH001829,638054
ELH001830,487482
ELH001831,18249;253037;635018;994105;1451765;2019911;2113960
ELH001832,2191;39251;39254;39256;166978;802105;1379344;1075096;1401206;1698830;1916261;3027690
ELH001833,225400;1803725;1803774;2633368;3068022
ELH001834,11890;11900;68187;68189;68190;188887;189154;280137;370801;371311;371214;370342;551810;550369;553288;873465;1459564;2170262;2440180;2632230;2637513;2734697;2768257;2893640;2906243;3024032
ELH001835,480769;486365;480801;691997;1781840;1781275;2035840;3223732
ELH001836,2849118;1366853
ELH001838,650561;666994;809730;854617;841408;840253;937324;933492;937263;936122;953969;953925;1068644;1176807;1452568;1442465;1452948;1347472;1349020;1432431;1493171;1909287;1986861;2005065;2078287;2115097;2676862;2676863;2676864;2676865;2676867;2676869;2676870;2676872;2676873;2676875;2676876;2676877;2676881;2676882;2718469;2756482;2756354;2773206;2786598;2848981;2860065;2963186;2989800;1453171;2178223;2676886;2758593
ELH001839,620420
ELH001840,520703;817363;2630604
ELH001841,407245;454773;454772;916124;949718;1067338;1490579;1724123;1725270;1725925;1725931;1726032;1726213;2045998;2091060
ELH001842,1679247;1707513;2584353;2627941
ELH001843,328;835725;1076405;2428731;2738380;652106
ELH001844,21257;933579;1070952;1455513;1457038;1514332;2581477
ELH001845,1008770
ELH001846,929748
ELH001847,3034024;870097;2633110;948034;1453790;2734712;2763597
ELH001848,1454445
ELH001849,288021;392297;802118;982368;984909;1445057;1422168;2145732;2501247;2632671;2802375;2891860
ELH001850,1217532;1331574
ELH001851,1452941;17043;1033862;1033864;1074589;1323999;1371814;1457531;1368067;1451163;1455046;1385789;1485646;1457056;2178973;1957236;2114100;2701350;2730113;2997144;402245;1324000;1352973;17040;17041;973622;1029525;2155165;1924368;1963532;2033505;2057844;2697383;2771601;1927393
ELH001852,432759;1384650;1460411;2185623;2809768;2990929;871489;1723217;2123406
ELH001853,1452580;1901592
ELH001854,800939;1323996;1449532;1355115;1490099;1492590;2572986;2755564;2800265;2975647;2985079;3065714;208565;505659;2894375;1507537;1361000;1452266;1678056;2671945;2858057;2906086;2969163;3029906;12115;997513;1458860;1071288;1470037;1369402;1520963;1675134;2418534;1933917;2635402;2742677;2760122;2794864;1032162;1385769;1390870;1923849;2018397;2127687;2748896;2833815;2997037
ELH001855,8657
ELH001856,565534;1398758;1997691;139602;411594;411596;861050;838130;839570;1333420
ELH001857,1342187;1929365
ELH001858,30146;430731;649338
ELH001859,101053;546176;989238;1224463;452502;1514919;1802095;2444421;379784
ELH001860,379784
ELH001861,30039;2203651;982782;986952
ELH001862,1715;68756;191197;558388;558214;550365;551549;557955;552365;551594;558597;590788;596166;846227;838966;934772;973767;984142;984143;1075397;1075667;1439531;1357030;1422572;1451974;1455111;1401819;1995423;2102658;2704500;377831;424544;450829;493410;554496;551068;553300;553264;558564;640063;807412;861599;871772;969738;984261;1068064;1075749;1070218;1070919;1208140;1385399;1426460;1705925;1705927;1724342;1725733;1726886;2152001;2011622;2243326;2440094;2755087;2982172;3000695;3022088
ELH001863,371025;430102;498016;558687;550005;554190;554811;635323;816991;984262;984263;1068358;1069323;1453268;1935017;2710633;2795688
ELH001864,48646;928571;1072261;1370470;1452339;1686070;1687455;2029429;60761;60763;156008;156009;159719;209182;372467;376067;376258;376261;379688;446497;446498;452727;452253;571336;648899;827732;827733;976243;996074;996075;998150;1393351;1524499;2061060;2104788;2126685;2635356;2952766;2952024;2951379
ELH001865,48646;1072261;1686070;2029429;60761;60763;156008;156009;159719;209182;372467;376067;376258;376261;379688;446497;446498;452727;452253;571336;648899;827732;827733;976243;996074;996075;998150;1393351;1524499;2061060;2104788;2126685;2635356;2952766;2952024;2951379
ELH001866,976212;988899
ELH001867,96031;1474479;1520993;2203656
ELH001868,2611068
ELH001869,886;887;888;559692;559689;559690;559688;559686;559685;559683;1323935;2133456;2678364
ELH001870,545111
ELH001871,648581;652570;658860;822397;822791;864272;855984;849780;944557;950990;948069;950444;940655;942105;948482;961118;1067890;1070997;1075635;1072664;1071775;1070750;1071210;1478214;1388550;1415892;1349088;1729181;1731730;1755218;1749749;1771531;1786872;1790284;1786093;1787741;2158318;2162775;2017001;2091670;2451067;2451077;2583558;2676748;2676773;2676774;2676780;2676781;2676785;2673491;2673497;2673506;2673531;2673535;2673550;2673556;2673571;2701413;2757938;2808231;2807709;2986392;3222297;643014;825881;843022;1366962;1358755;1455853;1386968;1396337;1451333;1455134;1455535;1416816;1380869;2092768;2099497;2663135;2676778;2673495;2673510;2673521;2673522;2673534;2673544;2673547;2682016;2841115
ELH001872,127246;208515;2415672
ELH001873,208519;2133924;667362;208522;988442
ELH001874,866367;17494;21405;21407;41877;219011;813123;1459411;1451690;2129440;2797760;21408;219010;859925;2765729;1070172
ELH001875,533451;858307;851184;966395;1068659;1316663;1357848;1691331;1783475;1784420;2036690;2084347;2117937;2497971;2630035;2696755;2758799
ELH001876,158888;206134;383731;424592;421177;488545;570908;620546;662628;812004;817755;817330;854734;930715;978907;978908;1066205;1331547;1705312;1805133;1805734;1992493;2007342;2091785;2692097;2755205;3024545;158886;419219;424049;562143;1068354;1070711;1995194;2001170;2743081;589844;1214083;1320084;1333813;2429818;2572636
ELH001877,866710;968315;968846;1065038;1471807;1453295;1452783;1454455;1994789;2096966;2723978;2808686;2832751;2836341;2830756;866635;872346;1354575;1457798;2633344;2733134;2806064
