UID,variation_id
ELH003373,17965;17967;17969;17971;17974;17975;17976;17977;17992;188845;189018;189064;188854;219353;219364;315028;370999;370385;371244;371266;370792;370522;440487;440499;440496;444037;552891;552457;551512;626306;626303;626298;859309;1066793;1075108;1074773;1457874;1460301;1492979;1726771;2155461;2174665;1989795;1997864;2060342;2626789;2636546;2678655;2678656;2678657;2678658;2678659;2678660;2678661;2678662;2968675
ELH003374,8974;8979;8980;8981;8982;217884;280220;280635;393279;419364;444326;495058;504199;504417;520948;521977;521085;521215;561065;620408;635563;638002;689773;803016;803017;807109;807451;817714;816951;870855;870856;932917;957394;985241;986074;1184974;1189930;1204589;1326865;1333486;1357268;1417048;1377274;1454955;1453656;1456475;1418530;1486375;1685383;1685985;1701230;1712809;1722935;1801521;1809776;1879276;2013969;2031146;2444045;2444325;2444747;2446018;2498216;2498592;2499530;2506878;2506879;2506880;2506884;2506899;2506907;2506911;2506915;2506916;2506917;2506918;2506926;2506927;2506928;2506929;2506930;2506931;2506932;2506933;2506934;2506935;2506937;2506938;2506939;2506940;2506941;2506942;2506943;2506944;2576182;2584530;2584746;2703391;2736107;2830842;2840265;2855544;3053142;3075710;3234068
ELH003375,39757;39758;183230;183231;183232;384090;388500;418107;426161;542137;639902;948239;961658;974612;974613;1362982;2100843
ELH003376,210861;813289;1794141
ELH003377,1072836
ELH003378,243025;692295;1681960;1681965;2892708;2993158
ELH003379,1527879;1677287;3064851
ELH003380,1323753;1325346;2585188;2868674;2993124;3006540;3068084;222069;2662741;2682979;2690778;2984894
ELH003381,915336
ELH003382,2428499
ELH003383,15624;15627;15630;15643;15645;15647;15651;15652;15653;15655;15656;15662;15668;15679;15686;15687;15688;15690;15692;15694;280127;375744;375746;439123;439125;439126;439112;439116;439117;439772;618674;619846;801170;801172;801174;804215;811488;993102;993106;993412;1098491;1330041;1330495;1330821;1679434;1698858;2428504;2428679;2681967;2691625;2921026;3075919
ELH003384,140458;183339;453003;578064;644371;1070292;1324910;1452468;1387773;1416208;1457615;1369604;1453534;1457001;1992066;2063347;2067066;2127429;2296530;2831080;2901493;2976561;3008372
ELH003385,433368;433453;6559;6561;6562;6563;6564;6569;6571;6572;6574;6576;6578;6579;6580;265021;265020;280870;372295;381636;433353;433352;433351;433350;433347;433339;433335;433334;433394;433294;433330;433211;433323;433321;433320;433319;433393;433401;433390;433317;433316;433311;433310;433308;433307;599399;1430179;1390356;1521194;1456552;1457838;1458858;1701283;2420625;2022821;2036896;2040203;2099772;2095495;2135683;2434772;2433853;2757243;2778937;2802563;2813430;2865974;2974507;3008013;3065519
ELH003386,489365
ELH003387,15624;15627;15630;15643;15645;15647;15651;15652;15653;15655;15656;15662;15668;15679;15686;15687;15688;15690;15692;15694;15730;15779;15783;15849;280127;375744;375746;439123;439125;439126;439112;439116;439117;439103;439772;618674;618153;619846;619842;801170;801172;801174;801167;801169;804215;811488;811820;915293;993102;993106;993066;993412;15879;995656;2681961;1048833;1098491;1162201;1330041;1330495;1330821;1679434;1698858;1809522;2428504;2428550;2428673;2428679;2502312;2573442;2681967;2691625;2920892;2921026;3075900;3075901;3075902;3075919
ELH003388,3067943
ELH003389,636650;1031728;1997125;2751748;2856535
ELH003390,224650;224651;521559;973880;976774;987323;1076067;1072463;1275794;1285441;1699408;1708243;1878499;2431368;2445730;2662996;3160576;224654;224653;224652;834090;978943;1334443;1678536;1709342;1712332;1800796;2429933;2430127;2609891;2636473;2662954;2664066;2690905;3062113;3062117
ELH003391,158625;1443377;1456486;1406793;2983670
ELH003392,996556
ELH003393,5071;5075;5076;320606;497526;871665;1300205;1300206;2026508;2114380;2506044;2577141;2581091;2581187;2637472;2736373;2736374
ELH003394,64619;437010;971624;1192252;1323693;1339497;1388711;1448559;1454613;1398946;1802034;1960880;3068925;565503;863877;915365;1005050;1028502;1362349;1456039;1368287;1430979;1458388;1722365;2165068;2054331;2921947;2934525;2947948;2941997
ELH003395,559587
ELH003396,1012282
ELH003397,373376;427150;437455;437467;632292;803318;995765;1191903;1207726;1299650;3021156
ELH003398,14136;183662;183664;208596;465936;523864;576854;576776;578108;582112;620371;625152;636251;651403;649760;848040;959745;1029470;1066199;1068578;1072835;1301892;1323305;1478292;1397674;1391790;1477208;1424105;1490474;1399827;1374776;1708074;2149623;2170382;2172073;2169656;2420285;1984922;2021065;2028163;2441618;2441866;2572621;2629684;2637759;2817017;2838952;2851422;2904604;2984803;3015951;3012196;183661;373404;372425;578895;574451;586161;845575;930108;947616;1199204;1453317;1508359;1507284;1457319;1491186;1803154;2412748;2698797;2797941;2805481;2832177;1324755;1324757;1360675
ELH003399,218964;218965;2200444;2072950
ELH003400,65408;490177;1413416;2053489;2631301;2854673
ELH003401,2570987
ELH003402,1560;1561;1562;1564;1565;1566;1567;1568;1571;1572;30795;92695;143187;143188;167321;197650;204585;204586;266015;280994;288037;288040;371634;370575;495784;521841;522823;522822;546392;557686;557231;557506;555099;551779;558142;552424;558165;554402;552642;553448;557773;557513;551331;552833;553792;557035;556657;553505;552772;556712;558510;556805;552920;550911;557862;557975;553515;558459;551498;553061;572445;587573;590818;623313;640043;660650;803391;803392;803393;830367;859690;841655;850180;862122;854524;916233;871076;871077;937662;973593;973948;983994;983995;983996;999108;1013390;1067431;1067702;1067432;1071435;1070682;1076452;1075574;1068849;1176660;1180829;1323321;1323323;1324776;1339734;1343458;1409649;1360395;1454105;1473772;1377108;1362789;1503288;1474299;1451661;1453027;1451924;1454495;1481925;1356379;1384177;1399024;1345828;1429252;1456581;1456865;1456883;1511855;1346520;1456411;1456478;1495526;1376432;1486143;1432786;1459884;1513978;1405883;1420214;1683236;1710486;1710495;1710496;1724240;1724844;1725245;2138023;2138026;2138027;2169596;2188489;2419778;1895439;1976686;1997741;1999090;2015353;2008143;2011393;2021561;2024643;2048997;2062757;2089369;2099078;2108132;2123733;2122601;2126048;2135994;2431999;2432011;2432015;2502621;2637141;2629375;2929122;2929123;2929124;2921907;2925618;2925620;2925621;2925622;2927225;2927301;2921326;2921327;2944642;2948075;2939060;2942497;2947317;2941785;2937821;2938127;2946754;2949063;2949336;2951244;2951386;2951600
ELH003403,437909;451269;504357;620473
ELH003404,437909;451269;504357;620473
ELH003405,15963;15970;15971;15980;15983;15985;503689;1013138;1702861;2671969;3063968
ELH003406,1420693;2698109;5910;221261;591772;1458366;1941601;2001963;2117553;2714536;2789589;2865882
ELH003407,689464;1031427;1701329;3062168;3068484
ELH003408,692005
ELH003409,1527972;1684499;3113896
ELH003410,287299;422253;418218;576959;598960;639621;654271;665887;660886;827574;862162;837219;869415;955969;1048525;1067142;1074340;1199408;1517590;1456275;1457907;2016991;2087766;2108802;2498699;2716400;2815940;2820427;2823406;2856279
ELH003411,1489957
ELH003412,128201;231450;486279;486270;584962;634746;818248;1098916;1391838;1768305;2166799;1983811;2678176;2722040;2813558;2853070;3148587
ELH003413,431072;1334084
ELH003414,214866;279920;445415;1194462;1457142;1705393;1901338;1983996;1993808;2054766;2398092;2822108
ELH003415,626333;3067873;2138128
ELH003416,30427;38387;162524;424115;805324;1027433;1027439;2053882;1810409
ELH003417,1974743
ELH003418,863789;1064937;1454101;1456838;1724082;2128903;2815835;2843016;2836822
ELH003419,211189;816941;1069695;1459005;2627890
ELH003420,859755;1706460;3024215;3063891
ELH003421,988424;988323;988318;988407;988537;1016681;1343790;1343792;1343794;1343796;1698873
ELH003422,224819
ELH003423,2574;280159;634436;1374052;1685529;1937520;2992672
ELH003424,1685918;1703138
ELH003425,208763
ELH003426,2505171
ELH003427,1711729
ELH003428,376002;1691369;2498747
ELH003429,50985;135658;135659;139452;192383;209201;265314;267793;267792;267790;267789;267783;267772;267774;267773;372789;429952;453295;580978;689794;803516;807518;807519;871906;930298;985423;993812;1033070;1256060;1450009;1675717;1694453;1805115;2124806;2442020;2843042
ELH003430,435794;488543;2585566
ELH003431,436631;478155;523935;544447;571396;586413;640541;663778;848041;933499;967221;1341375;2002861;2086700;2430621;2690692;2767984;2831535;2854594;2920711
ELH003432,1298348
ELH003433,1992425
ELH003434,975955;1514103
ELH003435,8072;523395;1048805
ELH003436,107;108;265271;421874;449954;463849;486549;652290;862047;954293;970710;2563319;2576554;2625503;2637471;2699377;3010801;3227079;3227082
ELH003437,165770;191311;196149;202488;202487;202486;202422;202485;202484;222862;222874;223260;223297;223323;223388;238860;373190;379823;379344;405176;404643;423248;420065;466667;518944;518628;535005;545947;575491;617587;626407;659877;647217;661904;647447;811222;817168;817056;848387;854891;849393;856020;863974;950087;961161;953446;965642;975930;1029099;1066752;1067909;1067069;1066160;1067447;1066161;1068225;1071779;1523552;1468828;1485043;1485157;1478797;1345183;1492158;1345861;1348421;1516719;1488171;1515608;1520035;1751189;1750805;1751344;2203218;2203219;2009124;2025660;2028674;2065547;2089282;2100901;2093525;2100647;2447069;2451846;2451952;2566347;2574237;2586536;2627911;2921896;2932417;2941059;2945885;2947686;2946997;2945123;2948509;2950830;2953802;2954157;2950341;2952960;3223320;3223322
ELH003438,214632;3233494;1032415
ELH003439,388614
ELH003440,3068586
ELH003441,518437;1477816;2030462;2782763;212765;212766;212764;253218;253219;2013260;2058731;4976;4977;4980;30485;222478;500318;808732;2199424;1046346;1120119;1275800;1468263;1437547;1677586;2203052;2203054;1907244;2023964;2111434;2537289;2722141;2864473;2889432;2903014;499853;501710;502521;817282;2683638;1068115;1677567;1704642;1771014;2426862;2445897;2584572;2616584;2740333;2989355;3061912;4971;39520;2117818;499942;500779;501952;598444;2733772;1447169;1677645;1677772;1698806;2150526;2416955;1983599;2076036;2438989;2636943;2795346;2810730;4967;4968;4972;2741362;499930;517640;546173;960091;1441157;1677714;1677945;1698995;2137035;2439032;2734170;2815554;2821437;551420;551554;970690;1067716;1443686;1925538;2117820;2676329;2771226;212735;214597;214617;218165;489361;524001;556705;645281;642991;836039;834120;955945;2203057;1065912;1068273;1071132;1452329;1454185;1447712;1451599;1723911;1724466;1725814;1725882;1726020;1726065;1726329;1726820;1726943;2031215;2053945;2084629;2089367;2134988;2676295;2676304;2676305;2676325;2676328;2676331;2676332;2712543;2741571;2740639;2796766;2858832;2871838;218169;555745;550910;552754;633291;1460230;1355066;1724209;1724220;1724909;1725107;1725189;1725584;1726320;1939312;1956664;2003159;1999239;2005776;2024898;2130202;2500755;2676292;2676309;2676311;2676316;2676320;2676321;2696827;2707262;2709130;2763485;2853366;3233825;552155;557004
ELH003442,17222;101172;242648;101233;101286;101314;101366;101451;101485;495541;549890;663637;817234;847253;1474997;1451915;1465364;1781376;1781521;2003709;2128970;2498858;2636926;2763894;2883994
ELH003443,17223;101115;101189;101434;423991;519597;640050;860817;2849569
ELH003444,16834;56823;66400;66402;201715;201716;3075876
ELH003445,813888;817249;1451459;1879521;2412683;2743047;2746017;2880970;2889598;2996793
ELH003446,634825
ELH003447,1855;1857;570363;572875;871019;1701413;1805533;1954804;3065857;210809;210815;1480964;2014046
ELH003448,13395;13396;13398;39359;13401;13402;13403;13404;13405;13407;13410;13411;21148;88926;1334094;1507942;2138330;2815837
ELH003449,5310;369846;419200;585164;625450;866207;1066030;1179069;1297700;1439776;1457348;1475670;1450424;1511762;2154926;2415952;2119610;2629959;2676536;2676540;2676541;2676545;2922145;2945509;3032959;3064189
ELH003450,964973
ELH003451,420413;488471;1031903;1451498
ELH003452,2692521
ELH003453,1319806;1332903;1703110;3065091;1224546;1224547;812519;636264;2652725;8396;55960;659184;1791620
ELH003454,459967;2800589
ELH003455,636264;2652725;8396;55960;161418;431700;493324;575156;659184;809294;1455136;1791620;1807163
ELH003456,191166;403722;438061;438062;1477286;1395721;1454569;1492041;1484134;1432778;1444038;1685646;1924745;1974705;1997064;2098103;2700162;2710629;2764488;2816523;2865490;2872890;3005559
ELH003457,500620;646807;851914;1013198;2019248;2627972
ELH003458,50295;421595;2759269;2866500;2871263
ELH003459,3066225
ELH003460,464328;532962;855654;995897;1068309;1076272;1192514;1192515;1803243;2028679;2707117;2751923;2769229;2838229
ELH003461,932122
ELH003462,3052;3058;3060;3077;3078;3080;3081;3082;3083;3084;3085;3087;3090;3092;68116;68120;68153;68154;68157;68159;68162;68163;68164;68165;93115;93116;93128;93129;188843;189170;188949;198735;371650;371393;370834;371139;370945;370626;371186;372303;424522;427192;431090;434394;493348;495883;557962;558645;553358;552604;556061;558283;554172;661357;800502;800501;800500;858399;840642;928724;941799;942897;963270;973790;973789;973788;973787;973786;992206;1070652;1177268;1301882;1320076;1339500;1452278;1468950;1470959;1450436;1453841;1482938;1457224;1410148;1675895;1677057;1685545;1705732;1707612;1707618;2138464;2146705;1946728;1987797;1999902;2011818;2022754;2022101;2025551;2032199;2049000;2501673;2705278;2727052;2733066;2727611;2743137;2737062;2764033;2770944;2759633;2767043;2780790;2775712;2798785;2795507;2798956;2825858;2837519;2843908;2856599;2857864;2860762;2864140;2860325;2960834;3051;3053;3054;3057;3061;3066;3070;3073;3074;3075;3091;21186;21187;68124;68126;68129;68131;68132;68133;68134;68135;68142;68144;68145;68148;68149;68150;68152;93121;93122;93124;189073;188976;265461;280764;280950;370284;370973;371662;371638;371532;371149;370738;370305;370568;370171;424445;431089;431086;431085;431084;522999;526830;552751;556571;555003;554584;553149;549909;558028;557842;557936;553578;553386;576385;633043;651844;800499;800498;800496;800495;800497;807542;857311;840281;856376;870756;870757;928723;928475;952417;938972;972184;973785;973784;973783;986957;987112;996130;996131;1041453;1066073;1066235;1068641;1098313;1194838;1210332;1298900;1323434;1323930;1323931;1332730;1496080;1524840;1389782;1511352;1455794;1421225;1423789;1476243;1506952;1452818;1436884;1510484;1521032;1411564;1411623;1377448;1460113;1514967;1406153;1381264;1460447;1724287;1725391;1725895;2138465;2138466;2139601;2152333;2191760;1956862;1963676;1982373;1979670;1995934;2017606;2025121;2060302;2078918;2086568;2101566;2093587;2122916;2123209;2127865;2445466;2573996;2736449;2737067;2737071;2755035;2749259;2777464;2794090;2793834;2820696;2825551;2818489;2827046;2835350;2851726;2852600;2847035;2870118;2884096;2897710;2915377;2990837;2999447;3235885
ELH003463,556286;2947807;2950588
ELH003464,453;1457857;454;422712;656587;650602;658455;801990;845386;1076606;1076524;1070944;1074990;1322158;1444842;1456595;1353614;1709963;2114370;2864548;2867487;3068558
ELH003465,977835;1120220;1120221;1206034;1441092;1380648;1453008;1513199;2171890;2192470;1905565;1924575;2073767;2096488;2120449;2431057;2707896;2777203;2799703;2815946;2879456;2988763
ELH003466,2581449;2441032
ELH003467,264646;264647;264648;370042;432253;931095
ELH003468,234932;1068618;1068812;3017738
ELH003469,1676787
ELH003470,8283;8289;31722;31740;457133;846689;995331
ELH003471,523800;523801;524159;620267;973467;2628741;2694886;2734489;619125;812597;872540;977526;996655;1323838;1693338;1697083;2203346;2203347;2574453
ELH003472,521335;523586;1803755;523587;523588
ELH003473,1180828;1375645;1491398;2866281
ELH003474,2093210;2750898
ELH003475,1065970;1345464;2439910;2930978
ELH003476,690359
ELH003477,620376;977152;1458177
ELH003478,2188;39260;39261;39262;39265;39266;39271;438149;596524;845917;854856;866939;866305;930032;941286;968498;1068199;1070288;1322187;1335569;1356082;1504632;1456652;1458402;1486174;1697294;1973075;1980534;2033513;2043557;2097644;2734687;2753312;2976397;3027686;3075981;2191;39248;39251;39254;39256;39275;166978;802105;1379344;1067395;1075096;1401206;1451669;1458356;1698830;1916261;2794912;3027689;3027690
ELH003479,446375;539193;658115;937831;1075528;1338417;1485756;2064698;2952283
ELH003480,238983;839328;864614;954562;977589;1453964;1724460;1724591;1725513;1726408;1906596;2005625;2022279;2700155
ELH003481,2676740;2676743
ELH003482,881;884;92353;418017;445287;445286;445290;445288;445289;453065;495377;559765;559763;559762;559758;559755;559753;559752;559750;559748;559746;559744;559742;559741;559740;559738;559737;559734;559730;559725;559718;559673;559681;632645;952974;974862;1071912;1071218;1074870;1074983;1070404;1323467;1323936;1465582;1445202;1510169;1471409;1517883;1710132;1719832;2169513;2191776;2038420;2069290;2093514;2503905;2585274;2694709;2798356;2806662;2878069;3068073
ELH003483,2169290;2430279
ELH003484,1202305
ELH003485,2676991;2855330
ELH003486,978533;618858;945919;1454971
ELH003487,802125;959377;1070965;1454282;1387075;1398087;1424664;2503089;2770506;2816129;76051;179597;265623;517415;695021;812115;834142;866776;866395;867137;967856;1069105;1098772;1207273;1457389;1353026;1424615;1459655;1799537;1878345;2004446;2041414;2069806;2115374;2698751;2707058;2760123;2752144;2765093;2780061;2877093;2981190
ELH003488,2636526
ELH003489,266075;932395;684428
ELH003490,21701;243068;246577;448371;543331;576051;802163;872417;916949;941711;987160;1012529;1065985;1068543;1162982;1457295;1686184;1687474;2585442;2749684;3235713
ELH003491,1324484;100728;624073;976256;1699419;2584380;2664353
ELH003492,5840;5842;5843;5844;99658;198438;437970;636219;852296;834737;866581;939194;950813;957551;954215;1323039;1409749;1076564;1073858;1072852;1073427;1074889;1075435;1075954;1323038;1419812;1449932;1433743;1437040;1432797;1438097;2136357;1924679;1956199;2017346;2013348;2032299;2023133;2048110;2083365;2103349;2107991;2111268;2444850;2664907;2788741;2806178;2869949;2860839;2873006;2979192;3065763
ELH003493,2578519
ELH003494,813189;958267;1076305;2695675;2711632;2809478;2956679;2984487;3005025
ELH003495,9;10;19;88946;407073;407079;530393;633265;845767;950450;1065637;1073981;1072713;1071037;1217279;1456030;1454985;1458886;1677541;1685344;2152189;2199175;2016731;2054741;2126877;2710835;2751130;2770771;2803829;2837089;2961876;2962260;3007618;3017513;3075867;976699;1342161;1699322;2443367;2443610;2597503;3030693;428605;428606;428607;432775;503824;523954;635256;635257;635259;635258;635260;635261;801359;817291;817475;817681;870827;975953;985130;985333;992673;1191465;1527962;1679381;1685874;2631828;2663829;3064024
ELH003496,99675;1523194;2906502
ELH003497,213970;1335947;1685485;2633838
ELH003498,56552;56553;371032;370393;371232;371242;420186;444691;553387;558681;2678766;2678771;5619;56551;56560;370976;370579;370901;440272;553597;556798;841274;946190;1075886;1252085;1412336;1500200;1447940;1458010;1457044;1699316;1724125;1724916;1725173;1725306;1725816;1726212;1726488;1978583;2002193;2026744;2262764;2581347;2678772;2678776;2720497;2740618;2845673;5615;5618;21493;56554;56556;56557;56558;167693;203395;371127;370912;370349;370132;370442;370491;370460;371435;370514;431079;551797;552504;558121;556279;555734;552156;557474;644884;870533;946815;960642;973243;1068854;1073504;1074913;1072471;1252083;1362038;1454733;1487434;1724131;1725299;1725321;1725350;1725546;1725837;1997291;2005981;2068802;2098722;2102539;2433387;2444861;2678768;2678769;2678770;2678773;2678774;2678775;2678777;2678778;2678779;2678781;2678782;2698513;2708289;2751329;2772082;2812713
ELH003499,242321;1526170;1685399;2124183;2664239
ELH003500,1034720
ELH003501,3064370
ELH003502,1065633
ELH003503,992890
ELH003504,8582;45141;228375;228278;523937;544693;978024;1064987;1073626;1330877;1334126;1684065;1693367;1707543;1709519;2029461;2034241;2429058;2637820;2683612;2698497;2734913;2734914;2775439;2815986;2864948;3030827;1324768;1452617;2825213;8579;179643;813826;1458447;1801710;2021491
ELH003505,2978881;162135;1018733;1032753;1045928;1240018;1369558;1517759;1509882;1701925;1916774;1933145;1976237;2044058;2116048;2130390;2695221;2703960;2955296;3027854;547007;1002942;1017560;1052891;1479213;1006441;1006820;1025436
ELH003506,929848;973822;973825;973853;975815
ELH003507,39765;522120;1387810;1960607;1974729;2028797;804397;981951;1077016;1366404;2136483;1951855;2032705;2113509;3017886;39764;280833;450642;452667;802282;992885;1376636;2002772;2498152
ELH003508,420780
ELH003509,1684033;1684035;1683495;1684032;1684034
ELH003510,984555;1679128
ELH003511,21370;188153;461197;582071;570407;581375;577309;802342;854136;839335;857035;834979;961267;1065995;1066728;1075084;1073275;1074157;1323686;2834983;1327995;1436409;1417753;1453795;1405162;2151820;2195116;1926610;2438477;2434130;2679147;2679153;2679154;2679157;2679161;2679162;2679167;2679168;2679169;2692606;2735061;2777575;2799824;2815191;2814974;2810935;2971822;2997925;3018861;3019970;3020215;21362;21363;850883;845642;947527;1067632;1073644;1452584;1472150;1510247;2418037;1978027;2086408;2117477;2679149;2679158;2709948;2746810;3013755
ELH003512,21370;188153;582071;581375;802342;854136;839335;857035;1065995;1075084;1073275;1323686;1327995;1436409;1417753;1453795;2438477;2434130;2679147;2679153;2679161;2679168;2692606;2735061;2799824;2815191;2971822;3018861;3020215
ELH003513,5381;21375;461198;599301;652249;657099;1028095;1067792;1076276;1072555;1177328;1389891;1431727;1370639;1425195;1485715;1355498;1679718;2143093;1979493;2002212;1994247;2009645;2024142;2024923;2128816;2679148;2679150;2679151;2679155;2679160;2679163;2679164;2679166;2698955;2704006;2786414;2842084;2853994;2880862;3007571
ELH003514,1691374
ELH003515,1457866;2007789
ELH003516,16917;1210164;1703823;2628903
ELH003517,872219;1320180;1335663;1700118;1804032;2574156
ELH003518,1074122;448905;2428497;2428498;2735087
ELH003519,510;1331044;2683354;2690514;2710013;2780130;2921004
ELH003520,981187;981188
ELH003521,9136;863591;1070113;1180664;9137;9139;9141;188951;267261;371663;370354;370407;370950;374211;448839;557235;551293;586912;624328;633013;1027489;1074404;1299121;1412594;1452309;1451654;1371154;1480860;1452965;1479528;1457270;1459425;1725231;1725390;2020207;2054578;2074456;2679385;2679388;2679389;2679390;2679391;2679392;2679393;2772927;2813619;2836483;2863968;2873865;189186;208623;370311;371454;550204;558725;557555;802413;840876;1074758;1073498;1076433;1256475;1725841;1976696;2002112;2019084;2044146;2679386;2679387;2703680;2692644;2788836;2864020;2865621
ELH003522,1700060;1700062;1803753;2072634;2627922;996321;996320;996314;1700061;1707530;2616872;2626906;2632330;3027226;996316;2500329;2572501;3075703;995855;996317;996312;996315;996319;2663110
ELH003523,391847;422914
ELH003524,950321;1494261;1399464;1492400;2793081;2863224
ELH003525,2572643
ELH003526,2133218
ELH003527,1029334;1453559;446083;863103
ELH003528,3983;3985;263606;585887;585889;585891;1064596;1807205;447362;447363;804823;1256271;3233904
ELH003529,1306418;1467660;2061942;2091002
ELH003530,2691849
ELH003531,1075838;1076960;1325340;1363347;1698814
ELH003532,521288;950305;1494571;1497010;1454592;1473071;1520418;2153455;2694559;2760556;2819794;2828191;2852417
ELH003533,30852;100664;167005;810438;1335987;1768612;2659550;2999843;3226330;1172617;1806790;2148927;1172616;2181970
ELH003534,2084714;2664973;17191;213031;2631695
ELH003535,1339649
ELH003536,1215609;11404
ELH003537,2499125
ELH003538,265702;265503;280503;280070;280071;280196;372457;372631;424372;418406;424353;419401;430227;438559;438517;438522;438566;438576;438554;488751;803751;803752;803753;803754;803755;805125;840089;864294;843703;864295;848133;948927;951151;945877;963723;967290;964037;1039337;1039497;1070065;1075410;1075411;1071221;1070892;1366830;1459248;1452746;1452954;1451886;1458667;1434469;1408882;1408891;1420385;1686038;1686039;1705589;1708344;2031361;2023684;2036681;2059033;2065761;2120760;2686041;2701953;2725355;2747263;2766105;2842017;36673;265504;280370;280072;372646;438505;438531;803756;803757;860072;845434;838684;948580;949046;945152;939075;957886;958371;1068119;1074361;1075412;1074504;1069459;1073326;1194448;1339437;1339443;1411020;1679896;1679897;1686040;1686041;1804025;1929566;2088723;2686046;2792492;2823669;2823267
ELH003539,1318544
ELH003540,520912;2443311
ELH003541,235850;631481;1806399
ELH003542,691492;691493;1678454
ELH003543,1332788;625213;929787;985612;424137
ELH003544,235576
ELH003545,402162
ELH003546,6772;162431;235465;371748;553007;597855;951635;1360138;1071782;1074695;1454209;1362935;1698651;1724122;1724150;1998583;2677652;2677653;2677659;2677648;2677651;2690667;2690668;2710654;2746428;2766294;2838340;2869078;2890057
ELH003547,1706201
ELH003548,1098359
ELH003549,856683
ELH003550,862190;2753909
ELH003551,224088
ELH003552,504083;2158563;1961719;2864380
ELH003553,1341682
ELH003554,374886;465253;502116;660925;1029840;1031329;1075283;1523588;1728485;1878290;1968613;2022009;2108689;2572413;2924717;3131388;1219;1221;465252;520750;546591;859962;854703;873463;873473;982648;1075284;1176183;1323953;1333442;1334025;1385899;1510691;1442231;1678346;1751269;1803735;1810422;2179757;1996186;1999337;2013159;2021882;2021946;2046647;2039313;2064277;2105467;2501244;2505359;2584802;2629777;2663862;2923611;2943829;2952769
ELH003555,219099;521479;620213;620228;801454;817005;1023665;1023218;1036769;1052500;1324328;1468521;1360583;1452472;1385137;1524089;1504650;1451685;1438620;1403731;1457221;1418611;2014464;2037211;2050646;2097027;2093370;2626938;2704367;2768480;2991789;691805;971188;1019587;1452487;1500451;1424185;1451366;1453036;1455289;1513263;1444028;1491007;1492499;1805606;1897028;1909892;1923812;2135959;2702469;2714156;2816411;2863824;2880712;3028144
ELH003556,2408;2413;2415;431963;934238;961640;987209;1399771;2020503;2042776;2116760;2628394;2742308;2854318
ELH003557,817179;1879080
ELH003558,218912;451410;559560;1691768;218911;218913;1516162;1697992;1700098
ELH003559,844320
ELH003560,30709;546177;807406;985622;1187979;1214981;2021747
ELH003561,618091;620455;1324333;2446433;1324334;2440049;2633316;2819907;2855191;804342;1163136;1330707;1951469;2631490;2690597;2779958
ELH003562,374879;2801751;2790814;2963153
ELH003563,2626779
ELH003564,18258;190980;593198;836023;1067803;1301340;1339680;1339681;1379433;18254;18255;18256;18260;661953;1027623;1436300;2124398
ELH003565,5004;5006;6483;6491;421156;426999;1201181;2733870
ELH003566,1201174;1700786;2585517;2630416;432133;2150502;492943;545453;1300160;1327207;1686274;2405212;417684
ELH003567,2633445
ELH003568,14157;134819;493038;632897;1236205;1360846;1492963;1687156;2179041;1988488;2445949;2445435;2922162;2931315;2940813;2950075
ELH003569,372895;817542;987060;1069948;1375694;1457934;1910503;1961111;1973434;1998266;2003502;2035349;2035238;2118878;2121477;2865491
ELH003570,640754;663500;862427;836118;843369;996846;2012688;2025422
ELH003571,1687066
ELH003572,8952;8956;8958;8959;8966;92430;130887;166953;188991;188753;203663;371762;371785;371729;371775;371754;371750;371712;371764;371707;371705;372351;429340;529858;555964;558056;554598;551971;556730;557241;554750;557080;557340;557272;558286;552897;553793;577198;570807;617572;633182;652620;653761;830058;862629;850446;845527;837370;945061;948492;953726;962889;955252;972398;974479;1013238;1067729;1073732;1073053;1076646;1163630;1172859;1324166;1368422;1454008;1451403;1451959;1454984;1455105;1400802;1455265;1455279;1460313;1460363;2143444;2165193;2190276;1944741;2058325;2048995;2078269;2117839;2680937;2680939;2680940;2680942;2680943;2680944;2680946;2680948;2690578;2693653;2700153;2711184;2731936;2731066;2733898;2741899;2786411;2821453;3061107
ELH003573,1032165;1457390;1477878;1959060
ELH003574,806143;1031070;2857013;2905566
ELH003575,452925;1184868;1701848;520601;521252;620518;931857;1325836;2758879
ELH003576,1098570;1098569;1098568;1098567
